Company Name,Contact First Name,Contact Last Name,Email,Phone,Lead Status,City,State,Website,Notes,Source Database,Business Type,Channel,Reply Received,Reply Summary,Date First Contacted,Notion URL
theindependent.co theindependent.co The Independent,,,news@theindependent.co,,Outreach Sent,How horses connect humanity China Pushed by Trump,,,"Website: https://theindependent.co Email source: https://theindependent.co/contact-us Email verification: dns_verified Fit score: 1 (low_fit_score) Recovery mode: yes Distance unavailable [send-guard-cross-db] 2026-02-28 ET: blocked initial send. Same email exists in B2B CRM with outreach activity. Contact QA 2026-03-01 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. No-resend guard 2026-03-01 ET: moved to Outreach Sent (send_log_recent). [master-sync-duplic",Distributor Pipeline,Distributor,Distribution,No,,,https://www.notion.so/3154c0c42c2e8124901adfdb26544ccd
independent.com www.independent.com The Santa Barbara Independent,,,info@independent.com,805-965-5205,Outreach Sent,Ste B Santa Barbara,,,"Website: https://www.independent.com Email source: https://www.independent.com/contact Email verification: dns_verified Fit score: 1 (low_fit_score) Recovery mode: yes Distance unavailable Contact QA 2026-02-28 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. No-resend guard 2026-02-28 ET: moved to Outreach Sent (send_log_recent). [master-sync-duplicate] 2026-03-01 ET: duplicate email present (2 records across b2b+distributor). [master-sync-cross-db] 2026-03-",Distributor Pipeline,Distributor,Distribution,No,,,https://www.notion.so/3154c0c42c2e81348c24d35c636ee917
moviefone.com www.moviefone.com › showtimes › theater Star Cinemas Lake Havasu Movie Theater,,,info@moviefone.com,(928) 764 2001,Outreach Sent,Lake Havasu City,,,"Website: https://www.moviefone.com/showtimes/theater/ultrastar-lake-havasu-10-city/SizFapAxeDa9ICXTK9YBa2 Email source: https://www.moviefone.com/contact-us Email verification: dns_verified Fit score: 1 (low_fit_score) Recovery mode: yes Distance unavailable Contact QA 2026-02-28 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-28 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-28,https://www.notion.so/3154c0c42c2e81a9958bc5cbf1736075
candystore.com www.candystore.com CandyStore.com,,,customerservice@candystore.com,,Outreach Sent,New York City,,,Website: https://www.candystore.com Email source: https://www.candystore.com/pages/faq-returns-policies Email verification: dns_verified Fit score: 2 (qualified) Distance unavailable Sent initial outreach 2026-02-28 ET.,Distributor Pipeline,Distributor,Distribution,No,,2026-02-28,https://www.notion.so/3154c0c42c2e81d394f2f7f5258754b5
nanochemazone.com www.nanochemazone.com › product › rhenium,,,sales@nanochemazone.com,+1-780-612-4177,Outreach Sent,Lincolnshire,,,Website: https://www.nanochemazone.com/product/rhenium-metal-powder Email source: https://www.nanochemazone.com/contact Email verification: dns_verified Fit score: 3 (qualified) Distance unavailable Sent initial outreach 2026-02-28 ET.,Distributor Pipeline,Distributor,Distribution,No,,2026-02-28,https://www.notion.so/3154c0c42c2e815783b9e616c4c182e7
am,,,sales@am-material.com,1525023289,Outreach Sent,,,,Website: https://am-material.com/pure-metal-powder/rhenium-powder Email source: https://am-material.com/contact-us Email verification: dns_verified Fit score: 2 (qualified) Distance unavailable Sent initial outreach 2026-02-28 ET.,Distributor Pipeline,Distributor,Distribution,No,,2026-02-28,https://www.notion.so/3154c0c42c2e817f8d91ea08f6b3dea8
web.cashwa.com web.cashwa.com Cash,,,customerservice@cashwa.com,(308) 237-3151,Outreach Sent,Ave N Fargo,,,Website: https://web.cashwa.com Email source: https://web.cashwa.com/contact Email verification: dns_verified Fit score: 7 (qualified) Distance unavailable Sent initial outreach 2026-02-28 ET.,Distributor Pipeline,Distributor,Distribution,No,,2026-02-28,https://www.notion.so/3154c0c42c2e810793a8f4b8658717ea
hanafoodinc.com hanafoodinc.com › pages › contact,,,info@hanafoodinc.com,301-516-4262,Outreach Sent,Springfield,,,"Website: https://hanafoodinc.com/pages/contact-us Email source: https://hanafoodinc.com/pages/terms-conditions Email verification: dns_verified Fit score: 7 (qualified) Contact QA 2026-02-28 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-28 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-28,https://www.notion.so/3154c0c42c2e81568682d8fcf7dbd392
"Prima Foods, Inc. primafoodsinc.com › wholesale",,,info@primafoodsinc.com,(410) 633-5500,Outreach Sent,Baltimore,,,"Website: https://primafoodsinc.com/wholesale-food-distributor Email source: https://primafoodsinc.com/contact-us Email verification: dns_verified Fit score: 5 (qualified) Distance unavailable Contact QA 2026-02-28 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-28 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-28,https://www.notion.so/3154c0c42c2e81afbbbdd20508c3d31a
bluebirdcandy.com www.bluebirdcandy.com Home,,,info@bluebirdcandy.com,,Outreach Sent,,,,"Website: https://www.bluebirdcandy.com Email source: https://www.bluebirdcandy.com Email verification: dns_verified Fit score: 2 (qualified) Distance unavailable [send-guard-cross-db] 2026-02-27 ET: blocked initial send. Same email exists in B2B CRM with outreach activity. Contact QA 2026-02-28 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. [master-sync-duplicate] 2026-02-28 ET: duplicate email present (2 records across b2b+distributor). [master-sync-cross-",Distributor Pipeline,Distributor,Distribution,No,,,https://www.notion.so/3144c0c42c2e81d79c69e19fda413cbb
walmart.com www.walmart.com › cp › candy Candy,,,help@customercare.walmart.com,,Outreach Sent,,,,"Website: https://www.walmart.com/cp/candy/1096070 Email source: https://www.walmart.com/cp/candy/1096070 Email verification: dns_verified_role_or_utility_mailbox Fit score: 3 (qualified) Distance unavailable Contact QA 2026-02-27 ET: grade=B, score=76, eligible=yes, checks=dns_reachable,source_noted,website_noted,role_mailbox. Sent initial outreach 2026-02-27 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-27,https://www.notion.so/3144c0c42c2e81c0934cd4684e191b1f
onlyfans.com onlyfans.com › elisecandy OnlyFans,,,support@onlyfans.com,,Outreach Sent,,,,"Website: https://onlyfans.com/elisecandy Email source: https://onlyfans.com/about Email verification: dns_verified_role_or_utility_mailbox Fit score: 2 (qualified) Distance unavailable Contact QA 2026-02-27 ET: grade=B, score=76, eligible=yes, checks=dns_reachable,source_noted,website_noted,role_mailbox. [master-sync-duplicate] 2026-02-27 ET: duplicate email present (2 records across b2b+distributor). Sent initial outreach 2026-02-27 ET. [master-sync-cross-db] 2026-03-01 ET: same email has outre",Distributor Pipeline,Distributor,Distribution,No,,2026-02-27,https://www.notion.so/3144c0c42c2e814bacebd9c1d821ee58
capitolfoodco.com www.capitolfoodco.com › contact Contact,,,info@capitolfoodco.com,(562) 404-4321,Outreach Sent,Melrose Park,,,"Website: https://www.capitolfoodco.com/contact Email source: https://www.capitolfoodco.com/contact Email verification: dns_verified Fit score: 2 (qualified) Distance unavailable Contact QA 2026-02-27 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-27 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-27,https://www.notion.so/3144c0c42c2e81a9830bd60172cf0f51
idfoods.com www.idfoods.com › contact I,,,a0c981382ed0cacdecfb880480c8163c90c48f9cd89facfb240919e84d480bcainfo@idfoods.com,450-687-2680,Outreach Sent,,,,"Website: https://www.idfoods.com/contact Email source: https://www.idfoods.com/contact Email verification: dns_verified Fit score: 3 (qualified) Distance unavailable Contact QA 2026-02-27 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-27 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-27,https://www.notion.so/3144c0c42c2e81d19a1fc7a2dd1ebf55
Global Network,,,horizonscan@foodchainid.com,121 308 9130,Outreach Sent,Scientific Training Training sessions on supplements regulation for EU,,,"Website: https://www.foodchainid.com/contact-us/offices Email source: https://www.foodchainid.com/support Email verification: dns_verified Fit score: 1 (low_fit_score) Recovery mode: yes Distance unavailable Contact QA 2026-02-27 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-27 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-27,https://www.notion.so/3134c0c42c2e81e8ab1cc056e0a14bb3
Exclusive Brands exclusivebrands.ca Exclusive Brands &ndash; Exclusive Candy,,,customerservice@exclusivebrands.ca,905-795-8781,Outreach Sent,Admiral Blvd. Mississauga,,,"Website: https://exclusivebrands.ca Email source: https://exclusivebrands.ca/contact Email verification: dns_verified Fit score: 3 (qualified) Distance unavailable Contact QA 2026-02-27 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-27 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-27,https://www.notion.so/3134c0c42c2e81cf9fc5f46181bf6212
Dot Foods www.dotfoods.com › contact Contact,,,travel@dotfoods.com,217-773-4411,Outreach Sent,Mt. Sterling,,,"Website: https://www.dotfoods.com/contact Email source: https://dottrip.dotfoods.com/contact-us Email verification: dns_verified Fit score: 4 (qualified) Distance unavailable Contact QA 2026-02-27 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-27 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-27,https://www.notion.so/3134c0c42c2e81e2a5fae9a6aa8c8185
idfreshfood.com www.idfreshfood.com › contact,,,customercare@idfreshfood.com,9739910521,Outreach Sent,UAE,,,Website: https://www.idfreshfood.com/contact-us Email source: https://www.idfreshfood.com/contact-us Email verification: dns_verified Fit score: 3 (qualified) Distance unavailable Sent initial outreach 2026-02-26 ET.,Distributor Pipeline,Distributor,Distribution,No,,2026-02-26,https://www.notion.so/3134c0c42c2e81169589eb2b1a5e8abd
ACC Wholesale Inc www.accwholesale.net ACC Wholesale Inc,,,customerservice@accwholesale.net,404-622-3000,Outreach Sent,Marietta,,,Website: https://www.accwholesale.net Email source: https://www.accwholesale.net/contact Email verification: dns_verified Fit score: 7 (qualified) Distance unavailable Sent initial outreach 2026-02-26 ET.,Distributor Pipeline,Distributor,Distribution,No,,2026-02-26,https://www.notion.so/3134c0c42c2e8157ac8cf4537b0deaf0
Palmer Candy palmercandy.com › pages › contact Contact,,,appointments@palmercandy.com,712-258-5543,Outreach Sent,N Sioux City,,,"Website: https://palmercandy.com/pages/contact Email source: https://palmercandy.com/pages/driver-information Email verification: dns_verified Fit score: 2 (qualified) Distance unavailable Contact QA 2026-02-26 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-26 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-26,https://www.notion.so/3104c0c42c2e81d891ccfdf108df0ed9
pitcofoods.com pitcofoods.com Home,,,sjorecept@pitcofoods.com,(888) 828-0404,Outreach Sent,Valley Dr Brisbane,,,"Website: https://pitcofoods.com Email source: https://pitcofoods.com/terms-conditions Email verification: dns_verified Fit score: 8 (qualified) Distance unavailable Contact QA 2026-02-26 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-26 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-26,https://www.notion.so/3104c0c42c2e8156a557c091f116c506
Consumers Supply Distributing www.consumers,,,tina.girard@consumers-supply.com,712-255-6927,Outreach Sent,North Sioux City,,,"Website: https://www.consumers-supply.com/our-story Email source: https://www.consumers-supply.com/online-bill-pay Email verification: dns_verified Fit score: 6 (qualified) Distance unavailable Contact QA 2026-02-26 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-26 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-26,https://www.notion.so/3104c0c42c2e818f81bcc9f5f99c7395
foodsnacks.com foodsnacks.com Food Snacks &ndash; Food Snacks,,,info@foodsnacks.com,+1-888-582-5557,Outreach Sent,Rollins Rd Burlingame,,,"Website: https://foodsnacks.com Email source: https://foodsnacks.com/contact Email verification: dns_verified Fit score: 6 (qualified) Distance unavailable Contact QA 2026-02-26 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-26 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-26,https://www.notion.so/3104c0c42c2e81dda185e63b86e3a6b0
nubanidistributors.com www.nubanidistributors.com Home,,,sales@nubanidistributors.com,(708) 544-4740,Outreach Sent,Bellwood,,,"Website: http://www.nubanidistributors.com Email source: http://www.nubanidistributors.com/contact Email verification: dns_verified Fit score: 6 (qualified) Distance unavailable Contact QA 2026-02-26 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-26 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-26,https://www.notion.so/3104c0c42c2e81b89ac2da141b05ad18
Redstone Foods redstonefoods.com Candy Distributor,,,info@redstonefoods.com,800-444-3520,Outreach Sent,Carrollton,,,"Website: https://redstonefoods.com Email source: https://redstonefoods.com/contact Email verification: dns_verified Fit score: 7 (qualified) Distance unavailable Contact QA 2026-02-26 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-26 ET. [master-sync-duplicate] 2026-03-09 ET: duplicate email present (2 records across b2b+distributor). [master-sync-cross-db] 2026-03-10 ET: same email has outreach activity in B2B CRM.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-26,https://www.notion.so/3104c0c42c2e819d838ec71fbe52c819
Chesterman Company www.chesterman.com › contact Chesterman Company // Contact Us,,,siouxcity.sales@chesterman.com,800-831-2653,Outreach Sent,S. Lewis Blvd Sioux City,,,"Website: http://www.chesterman.com/contact Email source: http://www.chesterman.com/about-us Email verification: dns_verified Fit score: 3 (qualified) Distance unavailable Contact QA 2026-02-26 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-26 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-26,https://www.notion.so/3104c0c42c2e81e39a32d1bbd9736408
Divine Specialties www.divinespecialties.com Divine Specialties Home,,,info@divinespecialties.com,(818) 887-1338,Outreach Sent,Library St. San Fernando,,,Website: https://www.divinespecialties.com Email source: https://www.divinespecialties.com/contact Email verification: dns_verified Fit score: 4 (qualified) Distance unavailable Sent initial outreach 2026-02-22 ET.,Distributor Pipeline,Distributor,Distribution,No,,2026-02-22,https://www.notion.so/3104c0c42c2e816e8b43dec1786d37d7
districtdistro.com districtdistro.com District Distribution Local Food &amp; Beverage Wholesale ...,,,hello@districtdistro.com,240-667-2039,Outreach Sent,DC,,,"Website: https://districtdistro.com Email source: https://districtdistro.com Email verification: dns_verified Fit score: 6 (qualified) Distance unavailable Contact QA 2026-02-26 ET: grade=B, score=84, eligible=yes, checks=dns_reachable,source_noted,website_noted. Sent initial outreach 2026-02-26 ET.",Distributor Pipeline,Distributor,Distribution,No,,2026-02-26,https://www.notion.so/3104c0c42c2e817d8a08ff818bf6628b
web.iowagrocers.com web.iowagrocers.com › Candy › Palmer,,,info@iowagrocers.com,(712) 258-5543,Outreach Sent,Sioux City,,,Website: https://web.iowagrocers.com/Candy/Palmer-Candy-Company-30 Email source: https://web.iowagrocers.com/contact Email verification: dns_verified Fit score: 3 (qualified) Distance unavailable Sent initial outreach 2026-02-22 ET.,Distributor Pipeline,Distributor,Distribution,No,,2026-02-22,https://www.notion.so/3104c0c42c2e81159d76dcffb02e70be
UNFI Endless Aisle Campaign (RangeMe),,,,,Applied,,,,"Submitted on RangeMe 4/1 via Immediate Opportunities (4 days before deadline). Drop ship: Yes, Mable: No, UNFI existing: No, UPCs: Yes, No CBD/THC, Not beverages only. Profile confirmed current. Direct-to-retailer shipping model — perfect for emerging brand.",Wholesale Pipeline,Distributor,RangeMe,,,2026-04-01,https://www.notion.so/3364c0c42c2e8183afb0d485f4763386
AAFES Website (RangeMe),,,,,Applied,,,,"Submitted on RangeMe 4/1. Full 5-step form completed (Company info, Brand info, Select products, Product info, Acknowledgements). EDI: No, Drop ship: Yes, Ecommerce ready: Yes. Previously submitted to AAFES main on 3/30.",Wholesale Pipeline,Military,RangeMe,,,2026-04-01,https://www.notion.so/3364c0c42c2e81e4a6eecf582d82f323
Metropolitan Market,,,,,TODO,,,https://metropolitan-market.com/,Seattle/Puget Sound area upscale grocery. Premium local focus. Good for specialty candy placement. Direct buyer outreach recommended.,Wholesale Pipeline,Discount Retail,Email Buyer,,,,https://www.notion.so/3364c0c42c2e8104809bf42bc46d7e12
Bulletin (Wholesale Marketplace),,,,,TODO,,,https://bulletin.co/,"Researched 4/1. bulletin.co — requires account creation (password needed). Click 'I'm A Brand' to start. 15% commission initially, 10% ongoing. Premium curated marketplace, good for artisanal/specialty. Ben needs to create account.",Wholesale Pipeline,B2B Platform,Online Portal,,,,https://www.notion.so/3364c0c42c2e812b8fc6c2acc171b8d3
PCC Community Markets,,,,,TODO,,,https://www.pcc.coop/,Seattle WA. Largest community-owned food co-op in US. Strong local/PNW product preference. Premium positioning. Good fit for PNW-made specialty candy.,Wholesale Pipeline,Discount Retail,Online Portal,,,,https://www.notion.so/3364c0c42c2e819990a6e7d0529b12fe
America250 Foundation,,,sponsorships@america250.org,,TODO,,,https://www.america250.org/,"2026 semiquincentennial celebration. Corporate partnership/merchandising programs for patriotic merchandise. USA Gummies = perfect branded partner for America's 250th. Email sponsorships@america250.org. EXCEPTIONAL fit — time-sensitive, move NOW.",Wholesale Pipeline,Attraction Retail,Email Buyer,,,,https://www.notion.so/3364c0c42c2e819b9f1cd0b7d0d745e1
Marriott Gift Shops (via Avendra),,,,,TODO,,,https://marriott.supplierone.co/,Bethesda MD HQ. On-property sourcing through Avendra Group (procurement partner). SupplierOne at marriott.supplierone.co. Highly competitive but massive scale if in.,Wholesale Pipeline,Family Resort,Online Portal,,,,https://www.notion.so/3364c0c42c2e8127bccbc6ac833d0d76
Dollar Tree,,,,,TODO,,,https://corporate.dollartree.com/vendor-real-estate-partners/merchandise-vendors/dollar-tree-new-vendor-application,Chesapeake VA HQ. Vendor application at corporate.dollartree.com. Requires EDI or portal submission. Ariba Network for payments. Candy is relevant category. Includes Family Dollar.,Wholesale Pipeline,Discount Retail,Online Portal,,,,https://www.notion.so/3364c0c42c2e812cab8feb64c3c29561
RangeMe / ECRM,,,,,TODO,,,https://www.rangeme.com/,"B2B product discovery platform. 200k+ brands, 15k+ buyers. Free profile + $99/yr Starter tier. Buyers from Walmart, Albertsons, Sam's Club. Fastest path to multi-buyer exposure. Military exchanges also use this.",Wholesale Pipeline,B2B Platform,Online Portal,,,,https://www.notion.so/3364c0c42c2e813a8e32fa2306f50b9f
Omni Hotels & Resorts,,,,,TODO,,,https://www.omnihotels.com/about-omni-hotels/diversity/diversity-supplier-form,"Dallas TX HQ. Gift shops at properties. Diversity supplier form at omnihotels.com. Local/gourmet product focus. Select properties have retail, good for premium positioning.",Wholesale Pipeline,Family Resort,Online Portal,,,,https://www.notion.so/3364c0c42c2e814dbf4afc9637c4aae9
HomeGoods / TJX Companies,,,,,TODO,,,https://tjx.supplierone.co/,"Framingham MA HQ. SupplierOne registration at tjx.supplierone.co. Part of TJ Maxx/Marshalls family. Home/lifestyle focus, some gourmet food. Supplier diversity program.",Wholesale Pipeline,Discount Retail,Online Portal,,,,https://www.notion.so/3364c0c42c2e816e9d6dc4c10b3c8503
Jellystone Park / Camp Jellystone,,,,,TODO,,,https://www.jellystonepark.com/,"Formal vendor partner program with tiered participation. Events/symposium opportunities. Yogi Bear-branded = family-friendly, perfect for kid gummies. Great impulse buy at camp stores.",Wholesale Pipeline,Campgrounds,Email Buyer,,,,https://www.notion.so/3364c0c42c2e81a2ab6df3260e8f7104
Thousand Trails / Equity LifeStyle Properties,,,,,TODO,,,https://www.thousandtrails.com/,"Chicago IL HQ (ELS). 108k members, campground/RV resort network. No formal vendor program — requires direct business development outreach. Camp stores at each location.",Wholesale Pipeline,Campgrounds,Email Buyer,,,,https://www.notion.so/3364c0c42c2e81c89d76e3e953f3d78d
Hilton Hotels Gift Shops,,,,,TODO,,,https://suppliersconnection.hilton.com/,"McLean VA HQ. Supplier portal at suppliersconnection.hilton.com. 3,538 approved suppliers. Application link valid 10 days. Limited gift shop placements.",Wholesale Pipeline,Family Resort,Online Portal,,,,https://www.notion.so/3364c0c42c2e81d8b073ec6efe2635af
Dollar General,,,,,TODO,,,https://webapps.dolgen.net/respond/vendor/login,Goodlettsville TN HQ. Vendor portal + RangeMe. Largest discount retailer by store count. 48 states. Diverse supplier program active. Buyer-initiated approach recommended.,Wholesale Pipeline,Discount Retail,Online Portal,,,,https://www.notion.so/3364c0c42c2e81e98c4de9b0de6a5bdf
World Market / Cost Plus,,,,,TODO,,,https://www.worldmarketcorp.com/vendor-relations/,"Alameda CA HQ. Specialty retailer, strong imported/novelty candy section. Vendor relations at worldmarketcorp.com. Food vendors need HACCP plans. Great fit for unique gummy brand.",Wholesale Pipeline,Discount Retail,Online Portal,,,,https://www.notion.so/3364c0c42c2e81fc882aecc3f207f80b
Casey's General Stores,,,marketing.newvendor@caseys.com,,TODO,,,https://www.caseys.com/vendor-info,"Ankeny IA HQ. Vendor portal + RangeMe. Email: marketing.newvendor@caseys.com. Uses GraphiteConnect for onboarding, Coupa for POs. 19 states, strong Midwest/South.",Wholesale Pipeline,C-Store Chain,Online Portal,,,,https://www.notion.so/3364c0c42c2e8103afb2e55bb6612003
Circle K / Couche-Tard,,,,,TODO,,,https://www.circlek.com/,"Montreal HQ (North American ops). Largest global c-store operator. Uses McLane distribution. Regional procurement teams. 16,700 stores worldwide.",Wholesale Pipeline,C-Store Chain,Email Buyer,,,,https://www.notion.so/3364c0c42c2e8137bda6f87c75c871e3
Wawa,,,,,TODO,,,https://www.rangeme.com/wawa,"Media PA HQ. CPG products go through RangeMe for buyer discovery. Uses FoodLogiQ for supplier onboarding. Northeast-focused, 12 states. Fast mover for new brands.",Wholesale Pipeline,C-Store Chain,RangeMe,,,,https://www.notion.so/3364c0c42c2e817bb490cffb8cf61c24
Love's Travel Stops,,,,,TODO,,,https://supplierportal.loves.com/,"Oklahoma City OK HQ. Supplier portal at supplierportal.loves.com. McLane Company primary supplier. 42 states, 18 new locations 2025. C-store + travel center.",Wholesale Pipeline,Travel Center,Online Portal,,,,https://www.notion.so/3364c0c42c2e81c59f38ec8fbdf72f1b
Murphy USA,,,,,TODO,,,https://murphyusa.bonfirehub.com/portal/,El Dorado AR HQ. Vendor portal: murphyusa.bonfirehub.com. Core-Mark distribution partnership. 51 new stores opened 2025. Growing c-store focus beyond fuel.,Wholesale Pipeline,C-Store Chain,Online Portal,,,,https://www.notion.so/3364c0c42c2e81f7adc3d8de5615a2b5
Sapp Bros Travel Centers,Jeromy,Brockelsky,,,TODO,,,https://www.sappbros.net/contact/,"Omaha NE HQ. Full-service travel centers on I-80 corridor (UT to PA). Jeromy Brockelsky, Director of Purchasing: 402-895-1632 ext 42101. Family-owned, selective.",Wholesale Pipeline,Travel Center,Email Buyer,,,,https://www.notion.so/3364c0c42c2e81f89857fa98937d2c81
Buc-ee's,,,,,TODO,,,https://buc-ees.com/new-vendors/,"Lake Jackson TX HQ. Highly selective, quality-focused. Vendor form at buc-ees.com/new-vendors/. Requires EDI. Expanding nationally. Massive store format = big candy sections.",Wholesale Pipeline,C-Store Chain,Online Portal,,,,https://www.notion.so/3364c0c42c2e81fa8367f3a026b0ac79
Hudson Group / Avolta,Steve,"Johnson (President & CEO NA, Avolta) — go through vendor portal + local ACDBE partners",hudsonvendorportalsupport@hudsongroup.com,,Applied,,,https://vendors.hudsongroup.com,"Email drafted 4/4 to HudsonVendorPortalSupport@hudsongroup.com requesting vendor registration. Portal uses Microsoft Azure MFA (email + email password). KEY INSIGHT: Hudson is building stores around local artisan/American-made products — Metro Made at Dulles, 200+ local businesses at ATL, Open Market OC at John Wayne. USA Gummies fits their new local/artisan program perfectly. Already have Kali Shilvock at MCSB (SEA-TAC) in pipeline as proof-of-concept airport. Paradies Lagardère snack team also",Wholesale Pipeline,Attraction Retail,Online Portal,,,2026-04-04,https://www.notion.so/3364c0c42c2e811db677f0d7ab126dd8
Virginia Mason Franciscan Health (CommonSpirit),,,,,TODO,,,https://www.virginiamason.org/vendor,Seattle WA. Now part of CommonSpirit Health. Uses Symplr vendor registration. Gift shop vendors should inquire separately from medical suppliers. Phone: (206) 625-7373.,Wholesale Pipeline,Hospital System,Online Portal,,,,https://www.notion.so/3364c0c42c2e811ebb6dd66d3dfecf8a
NEXCOM (Navy Exchange),,,,,TODO,,,https://www.mynavyexchange.com/,Virginia Beach VA HQ. Uses RangeMe for vendor discovery. Covers Whidbey Island NAS and all Navy installations. Strong patriotic merchandise category.,Wholesale Pipeline,Military,RangeMe,,,,https://www.notion.so/3364c0c42c2e81239f00cf0c94eaf6a0
HMS Host / Autogrill,,,,,TODO,,,https://www.hmshost.com/,"Largest airport food & retail concessionaire (80 airports). Email vendor inquiry. HQ Bethesda, MD. Good fit for impulse candy at airport food court retail.",Wholesale Pipeline,Attraction Retail,Email Buyer,,,,https://www.notion.so/3364c0c42c2e812a9b63e10f1ffa7f3b
Banner Health,,,,,TODO,,,https://www.bannerhealth.com/about/vendors,Phoenix AZ HQ. Uses SupplierGATEWAY portal at bannerhealth.suppliergateway.com. Nonprofit gift shops run by volunteers. Multiple Phoenix-area locations.,Wholesale Pipeline,Hospital System,Online Portal,,,,https://www.notion.so/3364c0c42c2e8148b377d2aca03bfcd2
Swedish Medical Center,,,,,TODO,,,https://www.swedish.org/,Seattle WA. Part of Providence. Gift shop contact: 206-386-2747. Strict vendor registration with Supply Chain dept. Multiple Seattle-area campuses.,Wholesale Pipeline,Hospital System,Email Buyer,,,,https://www.notion.so/3364c0c42c2e81a2ad66c7b41fc7c37a
AAFES (Army & Air Force Exchange),,,,,TODO,,,https://www.rangeme.com/,"Dallas TX HQ. All military exchanges use unified RangeMe platform for vendor submissions. Single submission reaches all branches. Covers JBLM, Fairchild AFB, etc. Patriotic candy = perfect fit.",Wholesale Pipeline,Military,RangeMe,,,,https://www.notion.so/3364c0c42c2e81afbb0edef8174519ed
PeaceHealth,Jennifer,DeBay-Burnett,,,TODO,,,https://www.peacehealth.org/,Vancouver WA HQ. Uses PlanetBids vendor portal. Jennifer DeBay-Burnett (Buyer). Gift shop at Southwest Medical Center. Phone: (360) 729-1891.,Wholesale Pipeline,Hospital System,Online Portal,,,,https://www.notion.so/3364c0c42c2e81cda0e4daf6ea231ece
MultiCare Health System,,,,,TODO,,,https://www.multicare.org/about/contact-us,"Tacoma WA HQ. Volunteer-run gift shops, all proceeds support patient programs. Atrium Gift Shop at Tacoma General: 253-403-1488. Direct relationship approach needed.",Wholesale Pipeline,Hospital System,Email Buyer,,,,https://www.notion.so/3364c0c42c2e81e6a85cf3354c8c3dd6
MCX / CGX (Marine Corps & Coast Guard Exchange),,,,,TODO,,,https://www.rangeme.com/,Pentagon VA / Chesapeake VA. Combined entry — both use RangeMe vendor platform. Smaller footprint but loyal customer base for patriotic products.,Wholesale Pipeline,Military,RangeMe,,,,https://www.notion.so/3364c0c42c2e81e89463d611b250d2c2
